"CUSEC";"longitude";"latitude";"tot_pob"
"1505301007";-8,99799347689427;42,789379652001;1163
"1505301008";-8,98403054328327;42,8141488896655;1108
"1505401001";-8,15255751360881;43,5234335940739;1145
"1505401002";-8,16514053616518;43,5285218774276;970
"1505401003";-8,15965280861283;43,5149712371195;1321
"1505402001";-8,17847350212157;43,5425661956954;909
"1505402002";-8,20938850736117;43,5349026357268;764
"1505402003";-8,21786735606269;43,5591390979393;1823
"1505403001";-8,10809427463061;43,5334080942591;1140
"1505403002";-8,13988562615619;43,5497726198337;950
"1505404001";-8,17954739657866;43,5098983099567;1724
"1505404002";-8,18871601352604;43,5066960045979;2112
"1505404003";-8,17827909742895;43,5020530086682;1366
"1505404004";-8,19738289468637;43,5010161494642;1032
"1505404005";-8,19045608634359;43,5007491676294;2144
"1505404006";-8,20161211117769;43,5002629340927;1220
"1505404007";-8,20502324755549;43,4981993376002;943
"1505404008";-8,20237636222932;43,4959135255801;1046
"1505404009";-8,20462359932587;43,4934230875937;1097
"1505404010";-8,19561990444955;43,4912364209109;1543
"1505404011";-8,18609727275057;43,5178949622929;2052
"1505404012";-8,20139434546954;43,5020123933571;1246
"1505404013";-8,20001509970275;43,4934908311714;1936
"1505404014";-8,17210143364655;43,5159383135318;1289
"1505404015";-8,19211699337574;43,4970441932882;1518
"1505404016";-8,20463094569719;43,5009299683569;1383
"1505404017";-8,19845832039384;43,4964601421883;1432
"1505404018";-8,20240800622708;43,4921947460498;1146
"1505404019";-8,19229886253851;43,5029006246342;2223
"1505404020";-8,20207943213446;43,4977007205609;1439
"1505501001";-8,16041989289;43,4974346446537;1371
"1505501002";-8,14550571796446;43,5188094631552;834
"1505501003";-8,14353903538947;43,500651994255;940
"1505501004";-8,14958717290617;43,4898235903707;565
"1505501005";-8,13160787093678;43,5120227527676;663
"1505501006";-8,10905678798687;43,4913881514347;659
"1505601001";-8,72928001395944;42,9135682865019;2108
"1505601002";-8,71103281214993;42,9105659809449;578
"1505601003";-8,7427708985053;42,9081564731762;1957
"1505602001";-8,79077254672371;42,9018978529378;991
"1505602003";-8,85324589741467;42,9125631291931;1141
"1505701001";-8,89240601584818;42,7686422010542;2184
"1505701002";-8,91388939927956;42,7807061950375;1057
"1505702001";-8,88539775558641;42,7870405211918;1902
"1505702002";-8,88597785858902;42,7838639379145;856
"1505702003";-8,88806891461101;42,7825259196494;604
"1505702004";-8,88570766324018;42,7801774976113;1941
"1505702006";-8,88929336525279;42,7876208076655;2247
"1505703001";-8,8882962409317;42,7927904090706;1277
"1505703002";-8,88349329801424;42,8057824135401;1064
"1505703003";-8,84553707911064;42,8191563543163;1108
"1505801001";-8,3142067154883;43,3378661382162;1459
"1505801002";-8,31258827273198;43,3167636369561;1279
"1505801003";-8,33041063414887;43,3245741788685;1535
"1505801004";-8,33632554097883;43,311639478213;1213
"1505801005";-8,34583086718489;43,3209254638162;2053
"1505801006";-8,31743110530561;43,3343713320351;1716
"1505802001";-8,368809941339;43,334394331075;2605
"1505802002";-8,37328438633468;43,3376187228973;2270
"1505802004";-8,35300961199287;43,3311201282765;1697
"1505802005";-8,32008600716441;43,3536125981308;2097
"1505802006";-8,37232844278688;43,3294422811509;2565
"1505802007";-8,38023505478822;43,3380512852338;1440
"1505802009";-8,33642224896656;43,3593299864112;1469
"1505802011";-8,36401025586723;43,325879525903;1731
"1505802012";-8,33522952650291;43,3391870045649;1500
"1505803001";-8,31692422559689;43,3936269905426;1424
"1505803002";-8,32396117102939;43,3714034675483;1539
"1505803003";-8,33242696645494;43,3847915761187;1579
"1505901001";-8,40333240649017;43,0845645749311;2039
"1505901002";-8,40426850694128;43,0663919719267;1789
"1505901003";-8,41955302635941;43,069689797272;1843
"1505901004";-8,42264845884072;43,1240114366173;871
"1505901005";-8,42390517742323;43,0832256118933;982
"1505901006";-8,40511419539194;43,0776620779621;975
"1505902001";-8,3797737015495;43,1408986106156;920
"1505902002";-8,35188485784044;43,0911220775549;1028
"1505903001";-8,38378800295961;43,0416800367127;878
"1505903002";-8,44710868746848;43,0757755498508;1280
"1506001001";-8,43730270078553;42,9722287772269;2690
"1506001002";-8,43182769476798;43,0175981546945;791
"1506001003";-8,40970103339575;42,9846322386639;1213
"1506001004";-8,44105294341752;42,9904134631508;699
"1506001005";-8,44644807641581;42,970439274755;1333
"1506002001";-8,35107621080835;42,9985521812131;804
"1506101001";-7,85017759919789;43,6847260179849;1502
"1506101002";-7,83759790216575;43,6792046865229;595
"1506102001";-7,79007993465782;43,7113264776978;576
"1506102002";-7,75204055440462;43,7238070880946;597
"1506102003";-7,78142255219364;43,6749733288693;538
"1506103001";-7,84106701392532;43,6127944720254;1084
"1506103002";-7,91625217820201;43,6601223627329;593
"1506201001";-8,86079025304183;42,842396515246;669
"1506201002";-8,89370025920718;42,878667568369;614
"1506201003";-8,89233617817481;42,8359827721981;1028
"1506201004";-8,95186383607349;42,8617656998825;1670
"1506201005";-8,9159868996904;42,8103822955278;682
"1506201008";-8,92890220077725;42,8255184313985;651
"1506201009";-8,95606161744237;42,8123655320788;836
"1506401001";-8,14742944534277;43,2829556058295;1123
"1506401003";-8,18205415849457;43,3111399129722;667
"1506401004";-8,19560533751527;43,3286663774886;603
"1506501001";-8,66921102232139;42,7476181945411;1041
"1506501002";-8,6577006844778;42,7357166892302;1794
"1506501003";-8,66255037840472;42,7369329445813;1213
"1506502001";-8,6458435749732;42,7568879459569;1172
"1506502002";-8,65624806997244;42,7309262363552;708
"1506503001";-8,6003395392042;42,7556145327077;672
"1506503002";-8,62654628168868;42,7343946786583;593
"1506504001";-8,64237999902304;42,7864214644876;1124
"1506601001";-8,36969365162246;42,9046554515433;1596
"1506601002";-8,38525907488578;42,9388529917707;781
"1506602001";-8,29138650170349;42,9777684070704;1014
"1506603001";-8,2949465778724;42,9167014930531;1248
"1506701001";-8,93923044359088;42,6061940430779;1564
"1506702001";-8,93722677233898;42,5997864822479;1423
"1506702002";-8,95972890365871;42,6008168154341;1561
"1506703001";-8,93872607959986;42,5911446780585;1517
"1506704001";-8,95897079506159;42,6247032118677;1345
"1506705001";-8,94235622927758;42,644334441269;795
"1506705002";-8,91886317370984;42,6287519739826;1086
"1506801001";-8,91747345586137;43,2492020614475;904
"1506801002";-8,86248435763591;43,2758381520068;612
"1506802001";-8,86798746253053;43,2434475327599;1533
"1506802002";-8,8068284621783;43,2496728685777;821
"1506803001";-8,9255627204274;43,278033705369;513
"1506803002";-8,97153383854242;43,273775196972;1074
"1506901001";-8,16598628174473;43,4054418638133;2052
"1506901002";-8,17111871283198;43,4052325821976;699
"1506901003";-8,17685564745761;43,4082867079873;1629
"1506902001";-8,168716222872;43,3885496992805;1253
"1506902002";-8,20365772663833;43,3982306820363;795
"1506902003";-8,13205840700911;43,4059316471478;1259
"1507001001";-7,86321934469268;43,4514217079048;654
"1507001002";-7,85630738501429;43,4528925629245;2204
"1507001003";-7,84988182112838;43,4536287078027;1618
"1507001004";-7,84771072081963;43,450594389116;1746
"1507001005";-7,84585241820893;43,4486753802124;941
"1507001006";-7,82783728915888;43,4383676909236;1337
"1507001007";-7,81617174829758;43,5123725563076;710
"1507001008";-7,93521925253097;43,4337208078816;822
"1507101001";-9,00725969023881;42,7238333527317;845
"1507101002";-8,98791161821027;42,7182922447596;1567
"1507102001";-9,00239857072538;42,6935007918443;632
"1507102002";-9,02227337359238;42,6743152954688;811
"1507102003";-8,9958335185542;42,666102673718;656
"1507103001";-9,00824021112734;42,6418388356234;1018
"1507103002";-9,03620141560785;42,6166236738802;861
"1507104001";-8,93698860867364;42,7511701505037;2061
"1507104002";-8,95410228836099;42,7179797581611;704
"1507201001";-8,81425439272407;42,6528216087074;2163
"1507201002";-8,81632162497031;42,6471832251661;1258
"1507201003";-8,80552047721412;42,6560412487387;1365
"1507201004";-8,75802501437766;42,6738307287921;602
"1507201005";-8,78015879387249;42,651243799573;945
"1507202001";-8,80817863909244;42,6741187013223;1228
"1507202002";-8,82825625784979;42,6860609260597;1359
"1507203001";-8,80748307072361;42,6979164478569;1132
"1507203002";-8,77974698104405;42,7086815569023;952
"1507301001";-8,98763415518565;42,567552609308;2151
"1507301002";-8,99882541059165;42,555304480791;1610
"1507301003";-8,99282786431281;42,5576084165129;2135
"1507301004";-8,99500333813041;42,5517186284221;1802
"1507301005";-8,9925724877713;42,5511878089074;1835
"1507301006";-8,98827899800956;42,5508879051792;1168
"1507301007";-8,99067508574533;42,5434042142672;788
"1507301008";-8,99267701230756;42,5723704699229;684
"1507301009";-9,00000541375526;42,5614458445609;968
"1507301010";-8,99888097747963;42,5517836225888;1549
"1507302001";-8,99983767200448;42,5345638161711;1122
"1507302002";-9,02623938115859;42,5364805383794;1110
"1507302003";-9,01803102550024;42,5547439612891;874
"1507303001";-9,01193360255589;42,5258210551758;1355
"1507303002";-9,01977689730326;42,5017532234691;1521
"1507304001";-8,9633049965736;42,579056169103;643
"1507304002";-8,95774227199843;42,5837593779466;1097
"1507304004";-8,97313087644281;42,5842875890206;832
"1507305001";-9,03700090431471;42,5886514149308;1161
"1507305002";-9,07178139876011;42,5836429311941;729
"1507401001";-8,69758608690992;42,7655774160921;1136
"1507401002";-8,66984336558346;42,7915247923196;1278
"1507401003";-8,72981666312668;42,8185239181232;991
"1507401004";-8,74967990438228;42,7769229998203;1088
"1507501001";-8,25663954284718;43,3522755336819;1877
"1507501002";-8,25730668863739;43,3493496839486;1780
"1507501003";-8,26185347038178;43,3504557978689;2364
"1507501004";-8,25313460863759;43,3467276497931;1658
"1507501005";-8,25272461349478;43,3577172200641;1335
"1507501006";-8,24929289189479;43,3471094333506;1718
"1507502001";-8,29269173364101;43,3560006076217;2329
"1507502002";-8,28641053612024;43,3315665707484;1796
"1507503001";-8,28186958973532;43,3742430826135;1525
"1507601001";-8,06023323367823;43,5447988066092;1290
"1507601003";-8,07017914230141;43,5760728210491;573
"1507601004";-8,03250659609275;43,5005613389625;949
"1507701001";-8,79314223080702;43,0231174233697;2454
"1507701002";-8,82289632846951;43,0271343575397;1239
"1507701003";-8,78190154131082;43,0833213609133;1073
"1507701004";-8,78147404633663;43,038482079703;725
"1507702001";-8,7289352942516;43,0489508725757;1053
"1507703001";-8,86789449141681;42,9794061083384;784
"1507703002";-8,87342007846005;43,032508918009;1353
"1507704001";-8,84600459085006;43,0836131098985;678
"1507801001";-8,54334198513165;42,8808238822817;612
"1507801002";-8,55083964160072;42,8822096172262;1767
"1507801003";-8,54898431510146;42,8903570915872;963
"1507801004";-8,55313683840222;42,878949448404;796
"1507801005";-8,58172622094596;42,8971045535141;1412
"1507801006";-8,59056937045507;42,8656853374932;1357
"1507801007";-8,60939999533306;42,8873293119821;2033
"1507802001";-8,54315653292582;42,8822407618144;789
"1507802002";-8,54461958626806;42,8857422589046;1335
"1507802003";-8,53995955537055;42,8874033191611;814
"1507802004";-8,535732749042;42,888463444346;762
"1507802005";-8,53600249254053;42,8906806131889;635
"1507802006";-8,55811676130506;42,9111914181157;2136
"1507802007";-8,52153971742607;42,9013248840437;2237
"1507802008";-8,54545704807919;42,8925170957285;1905
"1507802009";-8,54184065481885;42,8918442070768;931
"1507802010";-8,54089662355463;42,8893587210104;716
"1507802011";-8,5367492474321;42,8926298497369;981
"1507802012";-8,52571797789174;42,9219265147915;1115
"1507802013";-8,53192916494048;42,897658713238;1291
"1507803001";-8,53899093631776;42,8828797545676;715
"1507803002";-8,53619940282956;42,8848587916399;1268
"1507803003";-8,53958629786711;42,88467341903;960
"1507803004";-8,53406794313478;42,8865682161434;1046
"1507803005";-8,51579680393946;42,8870170436497;2121
"1507803006";-8,51400077791833;42,893301190844;746
"1507803007";-8,48242812367867;42,8884052919074;1148
"1507803008";-8,49645672890462;42,8647989727397;1345
"1507803009";-8,52867134095144;42,8911210026198;2023
"1507804001";-8,54026983625994;42,877226841006;1242
"1507804002";-8,53790537503625;42,8802178242006;1180
"1507804003";-8,54247244893319;42,8760044895843;901
"1507804004";-8,53690543225239;42,8702690794464;1716
"1507804005";-8,53609680870954;42,8770329034054;1595
"1507804006";-8,53419684870937;42,8809718148843;1416
"1507804007";-8,54619728030148;42,8677498500406;2231
"1507804008";-8,5422049086221;42,8662247983477;1610
"1507804009";-8,52628118804186;42,8672393829746;1140
"1507804010";-8,49642425877648;42,838679772113;1079
"1507804011";-8,52273358397123;42,8486484927947;1009
"1507804012";-8,54086381327872;42,8611829334544;2322
"1507804013";-8,51891217644544;42,8803111850912;770
"1507804014";-8,53000452079434;42,886198423494;1909
"1507804015";-8,52447556527731;42,8860162418411;1661
"1507804016";-8,53163057932098;42,8829381777841;1223
"1507804017";-8,52783245218798;42,8821865603054;1773
"1507804018";-8,52627883470101;42,8841468487271;1530
"1507804019";-8,53153570355029;42,8801096743451;1305
"1507805001";-8,54630013589022;42,879116369772;876
"1507805002";-8,55063334301967;42,8740648482961;1681
"1507805003";-8,54533535262527;42,8762434191278;843
"1507805004";-8,54476765660303;42,8746917148206;1145
"1507805005";-8,5462185061271;42,872204320589;1009
"1507805006";-8,54172205923768;42,8737065640557;1220
"1507805007";-8,54748138554924;42,8754985087232;1592
"1507805008";-8,54769268151355;42,8738192679221;1211
"1507805010";-8,54891445375469;42,8717497202296;1309
"1507805011";-8,55716774734121;42,8753014839007;1120
"1507805012";-8,55478355681444;42,8703752399305;2002
"1507805013";-8,5582909905183;42,8715353559294;1621
"1507805014";-8,55773928070227;42,8655117854601;2165
"1507805015";-8,55235294199462;42,8673831453175;1445
"1507805016";-8,56071915517357;42,8539866185216;1572
"1507805017";-8,57397839742946;42,8588159524339;886
"1507805018";-8,54997165082897;42,8729319888315;1324
"1507805019";-8,54914713598618;42,8707330881956;1029
"1507805020";-8,54264657791039;42,8543238657838;2535
"1507805021";-8,57196955759879;42,8718882387936;916
"1507805022";-8,54740218469749;42,8707858989512;693
"1507805023";-8,56309361657257;42,8690566494664;1967
"1507806001";-8,46465991302913;42,922119075541;858
"1507806002";-8,43839285881701;42,9548287306549;850
"1507806003";-8,49687858946074;42,9583990657723;757
"1507806004";-8,58140935686231;42,9506931439956;685
"1507806005";-8,43915498164969;42,8988222842573;976
"1507901001";-8,11277324251779;42,8713677278533;670
"1507902001";-8,03441522759999;42,8655921368955;859
"1508001001";-8,03660482258403;43,0241664351544;877
"1508002001";-7,97801150696206;43,0727569387298;901
"1508101001";-7,92068071362771;43,5248941265043;1076
"1508201001";-8,54500277857857;42,8142054808554;1416
"1508201002";-8,55710084152109;42,8215884677455;1716
"1508201003";-8,57561324100322;42,8291038257935;1141
"1508201004";-8,59255761486608;42,8190626977376;2284
"1508201005";-8,61304087206173;42,8151642062835;1368
"1508201006";-8,53732572176977;42,8428192366561;1993
"1508201007";-8,5517840954394;42,8412436875053;1029
"1508201008";-8,53428367657545;42,8257724081972;1029
"1508201009";-8,54737828401861;42,8344639981394;1417
"1508202001";-8,59654203376149;42,7900348668136;1285
"1508202002";-8,56327680514987;42,771949071209;1418
"1508203001";-8,51884832595026;42,7707253832137;679
"1508203002";-8,53395769241953;42,7928005665484;2003
"1508301001";-7,95488761559978;42,9696769314587;1101
"1508401001";-8,56696751103313;43,1024096438975;1042
"1508401002";-8,62968788641695;43,0988810371044;781
"1508402001";-8,51478324396921;43,0940078178772;870
"1508402002";-8,50621999803004;43,0491937495845;535
"1508501001";-8,31615266974016;42,8550057597501;1458
"1508502001";-8,25611436755796;42,8688468919859;1056
"1508503001";-8,37500997844962;42,846833306201;981
"1508601001";-8,51775996435199;43,0249180718326;684
"1508601002";-8,50280732142427;42,9885552975249;1110
"1508601004";-8,57092702016059;42,9903010955485;615
"1508601005";-8,58736340640493;43,040313602561;650
"1508701001";-8,13179651938003;43,5980629599301;2385
"1508701002";-8,16048212069854;43,5908601000009;1131
"1508701003";-8,19385586402626;43,5902982020988;1373
"1508701004";-8,17214291954689;43,5650928108;687
"1508702001";-8,08117832474611;43,6183166256993;1296
"1508801001";-8,63946489163619;43,0258314980938;1701
"1508801002";-8,65917624927364;43,0589816632103;899
"1508801003";-8,6574587325129;42,9895649081683;1216
"1508901001";-8,5011792909443;42,8078528361678;1507
"1508901002";-8,48390793952864;42,7700259595012;1296
"1508902001";-8,42506057201903;42,780006769272;1353
"1508902002";-8,4494445557794;42,7629460518225;876
"1509001001";-8,12881311892879;43,0777919863792;570
"1509001002";-8,07051769020459;43,0666156704445;649
"1509101001";-8,12371888443862;43,3565398063905;1219
"1509201001";-9,03604657710986;43,1101205818001;1936
"1509201002";-9,05611036644537;43,0695156589684;796
"1509201003";-9,01100226222857;43,0393041562841;935
"1509202001";-8,98545133585378;43,1161615308752;1385
"1509203001";-9,10635563147471;43,1094172726704;961
"1509203003";-9,06548885886332;43,1440830455673;912
"1509301001";-8,92789581629673;43,0882251743664;1137
"1509301003";-8,93879966002678;43,0329760694477;932
"1509302001";-8,90152801579772;43,1371262060348;1122
"1509303001";-8,96794293980044;43,1617084576502;1193
"1590101001";-7,87847513621067;43,7569887750751;1264
"1590101002";-7,89540378156373;43,7484076356164;1351
"1590101003";-7,90696964681721;43,7174635336489;1148
"1590201001";-8,18411954437318;43,2240010229355;1008
"1590201002";-8,21144478694625;43,2310254035308;1160
"1590202001";-8,13100970138203;43,1894318778784;1080
"1590203001";-8,21669547856084;43,1628428918685;1922
"2700101001";-7,50859301446655;43,3619842841868;738
"2700101002";-7,48907360086141;43,4121080277389;589
"2700101003";-7,48379909729932;43,306705111715;970
"2700201001";-7,41378843713634;43,5374139655242;716
"2700201002";-7,43742456980609;43,4963620553707;894
"2700301001";-7,89012917664347;42,7837076125819;660
"2700301002";-7,8687820132505;42,7501637641467;593
"2700301003";-7,93125906675244;42,7915752826581;682
"2700401001";-7,2147948028066;43,0426130343281;1190
"2700501001";-7,23028066276333;43,5466294845953;1475
"2700501002";-7,19042198994998;43,537255032766;845
"2700501003";-7,2443310562;43,5003414899761;681
"2700601001";-7,16295327775346;42,8504168001683;1458
"2700601002";-7,147791945873;42,8476279520877;721
"2700601003";-7,13851248476024;42,914924659336;647
"2700701001";-7,70598869989598;43,1667600305508;1221
"2700701002";-7,64118155009811;43,1735990048702;1026
"2700701003";-7,72847021330213;43,1348547416071;729
"2700801001";-7,49298745167097;42,6161906671531;762
"2700801002";-7,49783603567413;42,6580543723321;645
"2700901001";-7,81752436283584;42,5271743073236;826
"2700901002";-7,88084374178575;42,5487487332094;677
"2700901003";-7,75207047269293;42,5030540050263;620
"2701001001";-7,41516085345556;43,1431305098146;784
"2701001002";-7,41996933185151;43,2403044843046;712
"2701001003";-7,47500453968269;43,1415710740644;2124
"2701001004";-7,51777708197863;43,1742843609657;728
"2701001005";-7,39439933802679;43,2093849793677;762
"2701101001";-7,32070630416283;43,061201490364;900
"2701101002";-7,30537423146697;42,9787555687634;954
"2701101003";-7,38549412193937;43,0355920344134;755
"2701201001";-6,96679277626488;42,8614050489005;751
"2701201002";-6,96654786672325;42,7886121727458;537
"2701301001";-7,43438529225471;43,6932162866952;1648
"2701301002";-7,45313990940431;43,6883661255523;638
"2701302001";-7,42949804867773;43,6386420013862;1906
"2701401001";-7,42642030049114;42,9547557457721;832
"2701401002";-7,47537991441467;42,8932267816843;973
"2701401003";-7,36908541458113;42,9356193324124;754
"2701401004";-7,4694939555135;42,9493314572291;881
"2701501001";-7,5603149060325;43,2380956026503;1256
"2701501002";-7,59344193829395;43,1985085442067;971
"2701501003";-7,49745407482682;43,2187547762022;1356
"2701501004";-7,44784501969952;43,2532151021439;791
"2701601001";-7,78525325828154;42,6114427838732;1181
"2701601002";-7,76898374812188;42,6158599553774;972
"2701601003";-7,75984846581767;42,6086670271863;2342
"2701601004";-7,74889312899031;42,5737774714246;1232
"2701602001";-7,75901214406423;42,6350407510639;915
"2701603001";-7,84490530631913;42,6547750896104;630
"2701604001";-7,84962934615104;42,6011626416562;862
"2701701001";-7,17485864522417;42,6126469809207;989
"2701801001";-7,02577518398973;43,1190361420215;1911
"2701802001";-7,10006741439088;43,2166795475324;779
"2701803001";-7,13029853351889;43,0696424071541;638
"2701901001";-7,26716630232314;43,5642763831586;2424
"2701901002";-7,25996451344721;43,5754733138698;2001
"2701901003";-7,28645634298537;43,5399485125913;650
"2701901004";-7,33337542883996;43,5605058459443;980
"2701901005";-7,31498745982819;43,5959906715636;1122
"2701901006";-7,36162261182721;43,6161543557456;961
"2701901007";-7,25600198452515;43,5689795835397;1940
"2702001001";-7,76167141403038;43,0141337003219;1970
"2702001003";-7,87500612903;43,0155176123594;603
"2702001004";-7,83652654793865;43,0830616997489;1109
"2702101001";-7,79562841353545;43,3738873054283;1768
"2702201001";-7,78537081108996;43,2065224468616;793
"2702201002";-7,86615337500378;43,2353888967758;624
"2702202001";-7,81902633057077;43,1493753987316;845
"2702203001";-7,87369300594821;43,2842157328615;576
"2702204001";-7,88874766238147;43,1805492369564;1915
"2702204002";-7,91355153105473;43,1678480362486;702
"2702301001";-7,72444822231795;42,9145545838311;800
"2702301002";-7,66343949130325;42,9243976984679;606
"2702301003";-7,59960590792793;42,8784507043889;1232
"2702401001";-7,32848179329692;42,6677533104323;915
"2702401002";-7,44073905494496;42,6784773952089;606
"2702501001";-7,5019439405729;43,6926089664482;1820
"2702501002";-7,50608141761617;43,6408684755195;851
"2702502001";-7,53150125275921;43,7101077982794;689
"2702601001";-7,36355466849046;42,8731607425786;895
"2702601002";-7,41946460148082;42,8573468905339;1027
"2702601003";-7,28486516486005;42,8156736086617;629
"2702701001";-7,30011966799997;43,486795827704;1187
"2702701002";-7,27212782200641;43,4323296577582;942
"2702801001";-7,55581422002952;43,0103341687307;1281
"2702801002";-7,55794545781682;43,0128592710447;955
"2702801003";-7,56056803917897;43,0113775918129;706
"2702802001";-7,55731760391785;43,0076885135666;825
"2702802002";-7,56031412746533;43,0053795499578;1040
"2702802003";-7,55585070350137;43,003325131462;833
"2702802004";-7,5523920576509;43,0041672504294;680
"2702802005";-7,54834473837152;43,0096743461622;1711
"2702802006";-7,55042015746709;43,0079453005835;1814
"2702802007";-7,54584138468124;43,0006974103455;2422
"2702802008";-7,55265984071164;43,0021233941247;776
"2702802009";-7,56270995684592;43,0066957002466;1059
"2702802010";-7,55406433384208;43,0076241832124;1415
"2702802011";-7,55212707672039;43,0063934364027;1008
"2702802012";-7,54543192399529;43,004851747356;1637
"2702802013";-7,55448669831456;42,9933601026716;1325
"2702802014";-7,5506944696751;43,0104658132987;1553
"2702802015";-7,54693871189748;42,9931081894395;2301
"2702802016";-7,53088681253366;42,9944580917869;614
"2702802017";-7,54811785233437;43,0036575331041;2321
"2702802018";-7,55032064120827;43,012699058806;1550
"2702802019";-7,55627314092238;42,9995538197266;1588
"2702802020";-7,55238101112841;42,9969037399189;1449
"2702802021";-7,55949679387551;42,9980040000963;1176
"2702803001";-7,55179440149487;43,0184540874367;958
"2702803002";-7,55274896608441;43,0129667578747;2051
"2702803003";-7,5543279903019;43,0150172850861;1508
"2702803004";-7,55840134002632;43,0186025155255;1163
"2702803005";-7,55465627178673;43,0349998448845;1173
"2702803006";-7,55923699706835;43,0173449166132;769
"2702803007";-7,5367876878861;43,0156381521674;1440
"2702803008";-7,54562079715303;43,0286718652271;1067
"2702803009";-7,55776416093503;43,0157247181156;1203
"2702803010";-7,55703234550019;43,0186141962921;681
"2702803011";-7,55457414384944;43,0215486157481;961
"2702804001";-7,56016130017635;43,0153620886657;702
"2702804002";-7,56194023724055;43,0172362359991;1088
"2702804003";-7,56502212866726;43,020622011097;1996
"2702804004";-7,56031789541427;43,0213454130115;1419
"2702804005";-7,56751256867322;43,035077565482;2152
"2702804006";-7,56751068538801;43,0229751038647;2014
"2702804007";-7,56495820872948;43,0190332521935;923
"2702804008";-7,56169028111662;43,0246616455878;1452
"2702804009";-7,5702747691257;43,0274385467317;1512
"2702804010";-7,560937505186;43,0193193608901;1309
"2702804011";-7,56532247793702;43,0266660974031;1942
"2702804012";-7,57097657319952;43,0241019556043;1092
"2702804013";-7,57250848767614;43,0289126112791;1356
"2702804014";-7,56912642833947;43,0252011252303;1362
"2702805001";-7,56381148449333;43,0132555904904;1229
"2702805002";-7,565187360396;43,0153898050224;1252
"2702805003";-7,58257451440714;43,0213495051833;1993
"2702805004";-7,56880167789904;43,0149112344044;1510
"2702805005";-7,57897751348187;43,0121948800817;2057
"2702805006";-7,57161456944454;43,0053076925542;848
"2702805007";-7,57998258115392;42,9962253040135;1258
"2702805008";-7,56241558560152;43,0147829139978;831
"2702805009";-7,56645388141394;43,014212168145;664
"2702805010";-7,56455096222184;43,0168531233945;715
"2702805011";-7,5660804619288;43,0177237268027;1367
"2702805013";-7,56860236118302;43,0120230550206;1709
"2702805014";-7,57363484582414;43,0153142096605;1107
"2702805015";-7,56404049182505;43,0103748573837;1638
"2702805016";-7,57003470148981;43,0198521050281;1132
"2702805017";-7,57104906519861;43,0144607316232;1327
"2702805018";-7,56865171588286;43,0087278283065;1919
"2702805019";-7,56855472095406;43,017871675472;1771
"2702806001";-7,65735662151897;42,9995659994889;1324
"2702807001";-7,58636971790049;42,9387916581113;1284
"2702807002";-7,54636051263928;42,9599550585425;971
"2702808001";-7,46741636193977;43,0133616813462;784
"2702808002";-7,49903867667811;42,9682184221624;1296
"2702809001";-7,58046817791393;43,0534594315182;1121
"2702809002";-7,48942399148573;43,0560893356991;1174
"2702901001";-7,2605609673925;43,2225216552281;1731
"2703001001";-7,4085050602945;43,4297178789133;1023
"2703001002";-7,34629297665442;43,40433217681;1689
"2703001003";-7,36806829554157;43,47510731711;768
"2703101001";-7,51033977388885;42,5245688504886;865
"2703101002";-7,52122923638314;42,513764039404;1447
"2703101003";-7,51154445839123;42,5216409328214;1109
"2703101004";-7,5279771501157;42,52380574782;2180
"2703101005";-7,51971451599478;42,5326922703303;1640
"2703101006";-7,50867030456726;42,5113357095588;1744
"2703101007";-7,53970601158418;42,5239127127756;1240
"2703102001";-7,50547786967558;42,5362846372832;986
"2703102002";-7,51026727984659;42,5197358039537;1452
"2703102003";-7,50656841567934;42,5276882277612;1405
"2703102004";-7,48830521896415;42,5222828346047;1886
"2703103001";-7,54962410138772;42,5115117663568;686
"2703103002";-7,51868030226051;42,5656510111214;799
"2703103003";-7,45385597171464;42,4806999735516;803
"2703201001";-7,83496790327331;42,7898898739131;2023
"2703201002";-7,80102084771541;42,7770705098598;700
"2703202001";-7,80216145637385;42,842093622561;839
"2703301001";-7,66476150822395;43,481043887485;611
"2703401001";-6,96500511629626;42,9577139079384;1041
"2703501001";-6,89054976608884;43,126045317311;223
"2703701001";-7,10139294390769;42,7751011664526;1018
"2703801001";-7,64244132293856;43,5605132483822;984
"2703901001";-7,59275939545099;43,0950055522054;1870
"2703901002";-7,52815665080333;43,1030198744868;692
"2703901003";-7,57366946385543;43,1366620653207;775
"2703901004";-7,67057841165579;43,088186825858;760
"2703901005";-7,61225848628053;43,0655469949473;1119
"2704001001";-7,85633103458746;42,8612377232107;1271
"2704001002";-7,81527491624316;42,9017174104388;637
"2704001003";-7,93033110260734;42,8644855674513;824
"2704001004";-7,86692535677511;42,9424760613604;584
"2704101001";-7,64453913444226;42,478549585487;1513
"2704101002";-7,65189123573364;42,5362350956949;916
"2704201001";-7,55381633630081;42,768211256895;885
"2704201002";-7,58985920930428;42,7291804917399;838
"2704301001";-7,50370146705102;42,8487141233414;752
"2704302001";-7,55132192590137;42,816575597651;595
"2704401001";-7,33728140454736;43,3170753113436;1200
"2704401002";-7,40159536189194;43,3209044130779;877
"2704401003";-7,31848407123094;43,2502304356112;841
"2704501001";-7,08366748999783;42,6924283052374;943
"2704601001";-7,29159499948739;43,141861763944;738
"2704601002";-7,36041880425019;43,1405283798572;896
"2704701001";-7,33404821470833;42,5725078582881;736
"2704701002";-7,39774009053977;42,5562500914394;879
